Dirty_Dancing_Fitness_Workout_00000051.jpg 3 6
 191.4 86.8 190.0 119.1 
 644.1 147.5 635.0 212.0 
 617.6 145.1 587.8 155.7 
 674.4 150.8 692.7 176.8 
 584.9 158.1 586.8 189.4 
 696.6 183.1 669.6 177.3 
 648.0 101.7 648.4 134.0 
Joanna_Hall_5_minute_cardio_workout_00004100.jpg 3 6
 268.5 113.8 272.3 197.1 
 237.7 121.0 219.4 159.5 
 305.1 120.5 330.1 148.9 
 217.9 165.8 230.9 194.7 
 338.3 156.6 321.0 188.9 
 270.4 61.3 269.9 95.9 
 64.3 133.0 77.3 189.9 
 34.0 136.9 24.3 174.4 
 89.8 133.0 118.7 161.0 
 27.7 182.1 46.0 209.1 
 124.0 169.1 113.4 206.7 
 52.3 89.2 60.5 121.0 
 427.4 126.3 422.1 181.7 
 400.4 131.6 378.3 149.4 
 445.7 125.8 466.4 144.1 
 376.4 155.2 393.2 177.8 
 467.9 148.4 456.3 176.8 
 423.5 81.0 425.5 106.1 
Joanna_Hall_5_minute_cardio_workout_00004229.jpg 3 6
 305.6 113.8 315.7 188.9 
 276.2 121.0 269.4 165.3 
 343.1 115.2 374.9 143.1 
 268.5 165.8 274.3 191.3 
 376.4 147.0 367.7 181.7 
 293.0 56.9 297.9 92.6 
 137.5 128.2 148.1 182.6 
 115.4 130.6 99.5 156.6 
 166.9 128.7 193.8 154.7 
 100.9 159.5 123.5 185.5 
 199.6 155.7 182.8 183.6 
 130.3 87.8 136.5 115.7 
 476.5 122.4 473.1 178.8 
 457.3 129.7 434.1 154.2 
 503.0 125.8 520.8 149.4 
 433.2 157.1 445.2 186.5 
 518.4 149.9 504.4 183.1 
 477.0 84.9 477.0 109.4 
Joanna_Hall_5_minute_cardio_workout_00004230.jpg 3 6
 312.8 116.2 325.3 186.0 
 276.7 122.4 269.0 171.1 
 344.6 116.2 372.5 139.8 
 269.4 168.7 278.1 195.6 
 378.8 147.5 371.5 180.7 
 294.0 60.8 302.2 95.5 
 141.4 126.8 155.8 182.6 
 118.2 135.0 103.8 158.5 
 168.3 133.0 198.7 154.2 
 107.2 162.9 125.5 188.9 
 202.0 159.0 187.6 184.6 
 135.1 89.2 142.8 114.2 
 478.0 127.2 476.5 187.4 
 455.8 130.1 438.5 158.1 
 502.0 123.9 522.7 149.4 
 436.1 159.5 446.2 183.1 
 522.3 152.3 511.2 180.7 
 481.3 81.5 481.8 108.9 
Joanna_Hall_5_minute_cardio_workout_00004242.jpg 3 6
 362.9 141.7 362.9 217.3 
 334.0 144.6 322.9 175.9 
 404.8 155.7 417.8 185.0 
 321.9 178.3 319.5 203.8 
 421.1 189.9 417.8 225.0 
 366.2 82.5 369.1 115.2 
 176.5 156.6 186.1 208.1 
 150.5 164.8 138.5 185.5 
 199.6 161.0 228.5 177.8 
 140.9 190.8 156.3 208.1 
 231.4 183.6 217.0 207.2 
 168.3 122.0 173.6 146.0 
 505.4 150.8 497.7 204.8 
 480.9 156.1 457.7 180.7 
 529.0 151.3 549.2 174.0 
 454.4 182.1 467.4 204.8 
 546.8 174.4 530.0 204.8 
 503.0 110.4 503.5 135.4 
Joanna_Hall_5_minute_cardio_workout_00004286.jpg 3 6
 239.1 161.9 253.6 231.7 
 206.8 152.3 199.6 188.9 
 272.8 158.5 312.8 178.8 
 202.0 192.3 205.9 218.3 
 316.2 181.7 296.9 210.6 
 230.9 116.7 236.7 149.4 
 85.5 159.5 98.5 214.9 
 56.6 169.1 42.2 188.9 
 111.0 165.3 143.3 182.1 
 43.1 193.2 67.7 210.6 
 146.7 187.0 130.8 210.6 
 76.8 121.5 77.8 150.8 
 435.1 163.4 433.7 206.7 
 411.0 162.9 383.1 183.1 
 457.3 161.0 480.9 180.2 
 384.5 187.0 396.1 210.1 
 480.9 183.6 459.2 213.0 
 437.5 120.0 436.6 148.4 
Joanna_Hall_5_minute_cardio_workout_00004295.jpg 3 6
 284.9 113.8 286.3 190.8 
 253.6 116.2 238.6 148.9 
 323.9 119.1 349.9 147.0 
 238.1 153.7 242.0 184.1 
 353.2 152.3 334.0 181.2 
 283.9 59.8 285.3 97.9 
 118.7 130.1 124.0 186.5 
 91.8 128.7 74.9 157.6 
 146.2 130.1 173.1 155.2 
 71.5 163.8 92.7 185.0 
 177.0 159.0 156.3 185.0 
 117.3 84.9 115.8 115.7 
 463.5 135.4 460.1 185.0 
 440.4 132.5 416.3 158.1 
 488.6 132.1 506.4 157.6 
 412.5 161.4 426.4 191.3 
 509.3 161.9 484.2 194.7 
 464.0 91.1 465.4 115.7 
Joanna_Hall_5_minute_cardio_workout_00006269.jpg 3 6
 300.8 131.1 294.5 232.7 
 267.5 136.9 250.7 186.0 
 351.3 137.8 371.5 182.1 
 246.8 188.9 249.2 219.2 
 374.4 191.8 351.3 236.1 
 285.3 68.5 289.2 110.4 
 136.1 143.6 129.3 212.0 
 114.9 147.5 104.8 175.9 
 166.4 144.1 182.8 175.4 
 103.3 175.4 93.7 200.9 
 184.7 182.1 168.8 218.7 
 125.5 98.8 130.8 130.1 
 569.0 140.2 551.2 211.5 
 535.3 147.5 502.5 174.0 
 602.2 139.3 608.0 174.9 
 501.6 180.7 512.2 210.1 
 612.3 183.1 598.4 217.8 
 551.2 91.1 555.0 121.5 
Joanna_Hall_5_minute_cardio_workout_00006301.jpg 3 6
 299.3 154.7 318.6 248.1 
 264.6 150.8 245.4 205.3 
 343.6 156.6 378.8 177.3 
 245.9 206.7 267.0 239.0 
 387.9 181.7 357.6 208.6 
 325.8 90.2 309.9 129.7 
 143.3 143.6 158.7 208.1 
 111.0 153.7 104.3 187.4 
 169.8 147.0 199.6 167.2 
 99.5 190.8 120.6 219.7 
 205.4 175.4 199.6 201.9 
 147.1 98.4 143.8 131.6 
 577.2 149.4 578.1 220.2 
 542.5 142.7 510.2 178.8 
 600.3 152.3 624.4 172.5 
 514.1 184.6 522.7 222.1 
 629.2 178.3 619.5 208.1 
 577.6 90.6 573.3 119.1 
Joanna_Hall_5_minute_cardio_workout_00006320.jpg 3 6
 142.3 150.4 131.2 211.5 
 120.2 150.8 94.6 163.8 
 171.7 156.6 188.5 186.5 
 91.3 169.6 86.9 199.5 
 192.4 194.2 172.2 220.2 
 134.1 97.9 138.0 128.2 
 321.9 141.2 280.0 222.1 
 281.0 137.8 242.0 163.8 
 357.6 159.0 366.7 214.4 
 240.6 168.7 228.0 204.8 
 367.7 222.6 324.8 241.9 
 321.5 81.5 314.7 124.8 
 571.4 143.1 553.6 213.4 
 534.8 144.6 497.7 171.6 
 606.1 140.7 621.9 182.1 
 495.3 173.5 506.9 213.0 
 615.2 191.3 594.0 221.6 
 556.5 90.2 566.1 123.9 
Joanna_Hall_5_minute_cardio_workout_00006330.jpg 3 6
 302.7 138.3 295.0 238.5 
 272.3 133.0 245.9 168.7 
 349.4 145.1 375.4 195.6 
 247.8 172.0 235.7 210.1 
 373.9 206.2 342.2 238.0 
 299.3 65.1 303.2 113.3 
 141.4 148.9 154.8 207.7 
 109.1 149.9 100.4 184.1 
 167.8 148.9 203.0 163.8 
 99.5 188.4 113.4 214.9 
 206.4 169.1 194.8 203.3 
 133.7 99.3 135.6 129.7 
 563.2 141.2 562.7 211.0 
 525.2 151.8 497.7 182.6 
 596.9 130.6 614.7 163.4 
 499.6 189.9 509.7 223.1 
 618.1 171.6 604.6 212.0 
 555.0 89.2 558.9 120.5 
Joanna_Hall_5_minute_cardio_workout_00006346.jpg 3 6
 295.0 147.0 319.5 238.0 
 257.4 141.7 252.1 191.8 
 347.9 148.0 385.5 172.0 
 255.0 198.0 260.3 241.9 
 388.9 179.7 354.2 213.0 
 297.4 69.0 297.9 115.2 
 126.4 140.7 128.8 210.1 
 100.4 141.2 89.8 176.8 
 158.2 149.4 185.7 179.3 
 89.3 178.8 86.9 207.7 
 190.5 184.6 167.4 214.4 
 130.8 92.6 128.8 129.2 
 561.8 141.2 572.8 214.9 
 529.5 146.0 504.9 187.4 
 588.7 141.7 611.4 161.9 
 505.4 194.7 518.9 227.9 
 617.6 166.7 611.4 201.9 
 566.6 91.6 563.2 127.2 
Joanna_Hall_5_minute_cardio_workout_00006368.jpg 3 6
 141.8 145.5 158.7 204.8 
 115.4 152.3 111.0 193.2 
 169.8 148.0 205.9 162.4 
 114.9 194.7 122.6 215.4 
 210.2 166.3 204.0 202.4 
 141.8 96.9 139.9 126.3 
 307.0 144.1 309.9 228.9 
 262.7 136.4 246.8 180.7 
 351.8 147.0 389.4 174.9 
 246.3 187.9 261.7 229.8 
 396.6 179.7 359.0 207.7 
 318.6 79.6 311.3 129.2 
 565.6 145.1 570.9 216.8 
 533.3 146.0 506.4 187.9 
 589.2 147.0 611.4 172.0 
 506.9 191.3 519.9 227.4 
 618.6 172.5 608.9 205.3 
 569.9 92.6 570.4 125.8 
Joanna_Hall_5_minute_cardio_workout_00006370.jpg 3 6
 144.2 139.8 151.5 197.6 
 114.4 150.4 104.3 181.7 
 167.8 144.6 200.1 158.1 
 107.2 182.6 114.4 213.9 
 205.9 164.3 205.9 197.6 
 135.6 91.6 138.0 122.9 
 301.7 135.9 309.4 237.0 
 264.2 135.4 247.3 181.2 
 351.3 141.2 388.9 174.4 
 250.2 185.5 256.4 222.6 
 395.6 181.7 353.2 208.1 
 313.3 77.2 311.8 126.3 
 565.1 138.8 568.0 211.0 
 533.8 143.1 501.6 178.8 
 595.5 142.2 616.2 165.8 
 504.9 183.6 513.1 222.1 
 622.9 174.0 606.1 204.8 
 569.9 84.9 568.0 120.5 
Joanna_Hall_5_minute_cardio_workout_00006375.jpg 3 6
 132.7 139.8 132.7 203.8 
 108.1 140.2 98.0 169.6 
 165.4 141.7 188.5 176.4 
 96.6 173.0 93.7 194.7 
 191.0 178.8 175.5 213.9 
 130.8 93.5 128.8 125.3 
 310.4 127.7 302.7 213.9 
 269.4 121.0 250.2 161.0 
 354.2 124.4 380.2 173.0 
 246.8 163.8 248.3 201.4 
 387.4 180.7 355.6 213.4 
 306.5 63.2 310.4 114.2 
 562.2 137.8 559.8 207.7 
 526.6 143.6 495.8 172.5 
 596.9 135.9 622.4 168.2 
 494.8 178.3 505.9 207.2 
 620.5 177.8 603.2 213.4 
 562.2 85.4 561.3 117.6 
Joanna_Hall_5_minute_cardio_workout_00006592.jpg 3 6
 370.6 122.9 377.8 210.1 
 335.9 125.3 327.2 161.0 
 412.5 123.9 419.7 151.3 
 326.3 164.8 315.7 199.0 
 424.0 162.4 428.8 202.9 
 366.7 44.4 364.3 94.0 
 185.2 132.1 189.5 197.1 
 153.4 141.2 138.0 176.8 
 214.1 133.5 227.1 167.2 
 134.6 180.2 132.7 212.5 
 235.3 173.0 235.3 205.7 
 178.9 80.5 179.9 111.4 
 586.3 127.2 582.9 200.4 
 554.1 129.7 547.3 165.8 
 617.6 122.4 616.2 157.1 
 544.4 167.2 548.3 187.9 
 615.2 158.1 613.3 193.2 
 586.8 73.3 584.4 107.0 
Joanna_Hall_5_minute_cardio_workout_00006597.jpg 3 6
 333.5 140.2 344.6 236.6 
 306.0 144.1 297.9 96.9 
 371.5 130.1 386.0 158.1 
 297.4 92.6 298.8 43.9 
 395.6 163.8 405.2 199.5 
 333.0 60.3 332.1 106.1 
 155.3 148.4 160.6 214.4 
 127.4 152.3 115.4 130.1 
 176.0 147.5 197.7 170.6 
 112.0 126.8 98.5 113.3 
 202.0 174.4 202.5 212.0 
 151.0 99.8 148.1 125.8 
 556.5 129.7 554.1 208.1 
 533.3 155.2 525.2 128.7 
 583.4 131.1 582.5 168.2 
 523.7 127.7 537.7 100.8 
 583.9 170.1 586.8 214.4 
 558.9 83.4 557.4 116.7 
Joanna_Hall_5_minute_cardio_workout_00006618.jpg 3 6
 323.9 126.8 321.9 223.1 
 283.4 131.1 272.3 94.5 
 346.0 126.8 381.7 108.9 
 274.3 93.5 270.9 55.5 
 382.6 103.2 390.3 59.8 
 319.1 52.6 322.4 100.8 
 148.1 143.6 146.7 209.1 
 131.2 148.9 108.1 143.6 
 170.2 156.1 166.4 142.2 
 100.9 143.6 82.6 122.4 
 167.8 141.2 145.7 117.6 
 135.1 94.5 137.5 123.4 
 554.1 129.2 551.2 211.5 
 528.5 154.7 524.7 133.0 
 582.5 129.2 613.3 130.1 
 527.1 130.6 542.5 111.8 
 615.2 127.7 657.1 113.3 
 554.1 84.4 553.6 116.2 
Joanna_Hall_5_minute_cardio_workout_00006626.jpg 3 6
 376.4 124.8 375.9 216.8 
 339.8 125.8 320.0 174.0 
 420.7 129.2 429.3 170.6 
 316.2 180.7 310.4 227.4 
 435.1 174.4 440.9 225.5 
 368.2 47.3 375.9 94.5 
 180.8 141.2 187.1 205.7 
 158.7 148.0 150.5 187.4 
 214.1 142.2 227.6 173.0 
 147.1 187.4 151.0 217.8 
 236.2 175.9 233.3 212.5 
 172.7 88.7 176.5 121.5 
 592.1 135.0 593.5 209.1 
 555.0 143.1 550.7 180.2 
 623.9 130.1 642.7 166.7 
 549.7 183.1 559.3 217.8 
 647.5 168.7 666.7 193.2 
 590.6 82.9 588.7 114.2 
Joanna_Hall_5_minute_cardio_workout_00006627.jpg 3 6
 380.2 130.1 372.5 231.3 
 335.4 132.5 323.4 174.4 
 424.5 131.1 428.4 171.6 
 321.9 179.3 321.0 234.6 
 431.3 177.8 437.0 226.9 
 372.0 46.3 376.4 93.5 
 187.1 147.0 193.4 202.9 
 155.8 146.5 154.8 181.7 
 213.6 138.3 233.3 169.1 
 156.8 190.3 162.5 225.0 
 235.7 175.4 240.1 211.5 
 174.6 92.6 178.0 122.0 
 598.8 135.9 594.5 208.1 
 561.3 142.7 552.1 180.7 
 629.2 135.0 636.9 172.5 
 550.2 184.6 549.7 227.9 
 642.2 177.3 654.7 214.4 
 592.1 85.8 590.2 113.3 
Joanna_Hall_5_minute_cardio_workout_00006663.jpg 3 6
 271.4 114.7 273.3 200.0 
 253.6 109.4 222.3 119.1 
 302.2 112.3 342.2 120.5 
 211.7 116.7 270.4 87.3 
 340.2 124.4 285.3 122.4 
 271.4 43.0 271.4 84.9 
 120.6 138.8 125.9 200.0 
 97.5 138.8 64.3 154.2 
 151.0 134.0 150.5 149.4 
 65.3 156.6 105.2 159.0 
 150.0 149.9 112.0 140.2 
 113.4 90.6 115.8 122.9 
 544.9 129.2 543.0 201.4 
 514.6 135.0 508.8 161.9 
 579.1 131.1 610.4 145.1 
 512.2 163.8 552.6 167.2 
 607.5 149.4 569.0 137.8 
 542.5 81.0 542.0 114.7 
Joanna_Hall_5_minute_cardio_workout_00006670.jpg 3 6
 281.0 111.4 282.5 203.3 
 261.7 110.4 222.7 118.6 
 307.5 109.4 347.9 106.1 
 226.6 116.2 276.2 94.5 
 357.1 108.5 309.4 114.2 
 282.5 39.1 277.6 78.6 
 134.6 135.0 134.6 199.0 
 112.5 136.4 75.9 135.9 
 153.4 128.7 155.8 142.2 
 70.6 135.4 102.8 136.9 
 165.4 142.2 120.6 130.1 
 125.0 88.2 128.4 117.1 
 550.2 127.2 543.9 195.1 
 520.8 122.9 517.5 137.4 
 563.2 130.1 604.6 129.2 
 515.0 138.3 563.7 112.3 
 612.3 131.6 559.3 122.9 
 548.3 78.6 549.2 108.9 
Show_Off_Video_lesson-_Higley_HS_Cheerleadg_00005600.jpg 3 6
 354.2 107.5 353.7 177.8 
 326.8 109.9 317.1 157.6 
 382.1 114.7 391.3 159.0 
 315.7 157.6 323.4 110.9 
 392.2 160.0 384.1 114.2 
 353.2 61.3 352.8 93.0 
 201.6 114.7 201.1 174.4 
 181.3 115.7 177.0 154.2 
 224.2 119.0 236.2 153.2 
 173.1 151.8 177.0 115.7 
 238.1 154.2 243.4 133.5 
 201.6 82.0 200.6 105.1 
 517.9 133.5 516.0 181.6 
 496.3 137.8 486.2 172.5 
 538.2 139.3 544.4 174.9 
 483.3 175.4 500.6 146.5 
 548.3 175.4 530.0 147.9 
 519.9 103.2 518.4 124.8 
Show_Off_Video_lesson-_Higley_HS_Cheerleadg_00005719.jpg 3 6
 345.1 131.1 348.4 197.1 
 326.3 134.5 295.5 126.3 
 368.7 134.0 409.1 145.5 
 294.0 126.3 292.1 90.6 
 413.4 146.5 452.0 146.0 
 346.0 85.3 346.5 116.2 
 201.6 128.7 203.5 186.0 
 184.7 135.9 160.6 131.6 
 217.9 135.4 240.6 139.8 
 160.6 133.0 163.0 101.2 
 243.4 140.7 272.8 141.7 
 203.0 95.4 203.5 118.1 
 533.3 146.5 535.3 199.5 
 512.6 151.8 478.9 144.6 
 548.8 150.3 574.8 152.8 
 477.5 144.1 475.6 113.7 
 576.2 153.2 605.1 154.7 
 531.9 116.6 531.9 138.8 
Show_Off_Video_lesson-_Higley_HS_Cheerleadg_00006371.jpg 3 6
 354.2 112.8 352.8 183.1 
 321.0 124.8 283.4 151.3 
 375.4 122.9 377.8 79.6 
 279.1 154.2 305.1 176.3 
 379.2 75.2 380.2 35.3 
 356.1 68.0 355.2 100.7 
 189.0 125.3 191.0 180.2 
 169.3 135.4 143.8 154.7 
 208.8 135.9 211.7 102.2 
 142.3 156.1 162.5 179.2 
 211.7 98.8 213.1 65.6 
 191.0 91.1 191.4 115.2 
 535.3 142.6 533.8 192.2 
 512.6 147.9 492.9 169.6 
 552.1 147.5 549.7 113.3 
 491.0 171.1 502.0 196.1 
 549.2 109.4 551.6 82.0 
 536.2 109.9 536.7 135.9 
Show_Off_Video_lesson-_Higley_HS_Cheerleadg_00006409.jpg 3 6
 341.2 122.9 338.8 190.8 
 311.3 128.7 293.5 169.6 
 370.6 132.0 375.4 176.8 
 291.6 174.4 317.6 160.5 
 376.8 179.2 356.1 160.0 
 338.3 81.0 338.8 108.9 
 186.1 129.2 189.5 178.3 
 166.9 134.5 159.7 165.3 
 212.6 133.5 217.4 165.3 
 161.1 167.7 176.0 149.9 
 219.4 168.6 207.3 146.0 
 189.0 93.5 190.5 116.6 
 521.3 147.0 523.7 192.2 
 502.0 150.8 490.5 179.7 
 540.1 151.3 544.4 180.2 
 488.6 182.1 504.0 159.0 
 546.8 183.6 531.9 160.9 
 520.8 114.7 519.9 135.4 
Show_Off_Video_lesson-_Higley_HS_Cheerleadg_00006418.jpg 3 6
 340.2 128.7 343.1 195.6 
 315.7 135.9 284.4 156.6 
 367.2 135.9 375.4 99.8 
 283.9 160.9 302.7 184.1 
 375.4 92.6 373.5 54.0 
 347.0 90.1 346.5 115.7 
 193.8 119.5 191.9 171.5 
 172.2 126.3 146.2 144.1 
 212.6 123.9 230.0 108.9 
 144.7 145.0 158.7 160.0 
 232.4 108.4 226.6 85.3 
 196.7 88.2 195.3 108.4 
 520.3 133.0 518.4 181.2 
 499.2 141.2 476.0 154.2 
 531.9 140.7 539.6 119.5 
 475.6 156.1 481.3 177.8 
 539.6 115.2 533.8 91.1 
 517.9 107.0 518.9 127.7 
Show_Off_Video_lesson-_Higley_HS_Cheerleadg_00006432.jpg 3 6
 347.0 122.9 347.9 180.2 
 321.5 131.1 296.4 152.3 
 370.6 127.7 382.6 125.8 
 293.5 156.6 314.2 174.4 
 382.1 121.5 377.3 95.0 
 347.0 87.3 346.5 112.8 
 203.5 127.2 202.5 177.8 
 180.4 137.3 162.1 157.1 
 221.3 133.0 240.1 136.9 
 161.1 160.0 175.1 168.2 
 239.6 136.9 234.8 119.0 
 204.0 97.4 202.5 119.5 
 509.3 144.6 507.3 185.5 
 489.0 147.9 477.5 168.6 
 521.3 148.9 534.8 147.5 
 476.5 170.6 482.3 190.3 
 532.9 145.5 525.2 126.3 
 510.2 116.2 510.2 136.9 
Show_Off_Video_lesson-_Higley_HS_Cheerleadg_00006589.jpg 3 6
 350.4 123.4 347.5 200.4 
 321.5 128.7 285.3 130.6 
 380.7 130.6 414.9 133.5 
 282.5 132.0 241.0 130.6 
 418.7 134.0 459.2 127.7 
 347.5 80.0 349.4 108.4 
 187.1 130.1 186.6 184.1 
 165.9 134.9 145.7 150.3 
 203.0 138.3 225.6 150.8 
 145.2 151.3 123.5 165.8 
 230.4 150.8 256.4 166.7 
 187.6 96.4 189.0 120.0 
 528.0 147.0 527.1 196.6 
 509.3 155.2 483.7 162.9 
 544.4 152.8 562.2 164.3 
 480.4 164.3 452.9 172.5 
 565.6 165.3 585.8 168.6 
 529.5 120.0 530.0 139.8 
Show_Off_Video_lesson-_Higley_HS_Cheerleadg_00006942.jpg 3 6
 388.9 127.2 390.8 194.6 
 358.1 136.9 368.7 166.7 
 420.2 141.2 427.9 178.8 
 NaN NaN NaN NaN 
 430.8 182.1 443.3 151.3 
 384.5 88.7 387.4 116.6 
 204.9 137.8 214.1 187.9 
 185.2 143.6 190.5 171.1 
 226.6 144.6 233.8 175.4 
 NaN NaN NaN NaN 
 233.8 175.4 246.3 152.8 
 203.0 104.1 203.0 127.7 
 533.8 157.6 543.5 205.7 
 514.1 158.5 518.9 182.1 
 556.0 161.9 565.1 188.9 
 NaN NaN NaN NaN 
 566.6 188.9 581.0 175.4 
 529.5 126.7 531.4 147.9 
Show_Off_Video_lesson-_Higley_HS_Cheerleadg_00007231.jpg 3 6
 496.7 141.2 497.7 201.4 
 467.9 143.6 465.9 181.2 
 526.6 143.1 527.6 178.8 
 466.4 185.0 461.1 220.7 
 528.5 184.5 534.3 217.8 
 494.3 96.4 495.3 126.7 
 162.1 163.8 161.6 225.0 
 138.9 168.6 139.4 204.8 
 190.0 166.2 188.5 202.8 
 138.9 207.2 136.5 241.8 
 190.0 205.2 187.6 236.5 
 160.6 125.3 162.5 152.8 
 343.6 138.3 346.0 193.7 
 320.5 148.9 319.1 182.6 
 366.2 145.0 370.6 178.8 
 320.0 185.0 319.5 213.4 
 373.0 179.7 375.4 210.1 
 342.2 108.0 342.2 133.5 
Show_Off_Video_lesson-_Higley_HS_Cheerleadg_00007393.jpg 3 6
 339.8 140.7 344.1 195.1 
 320.5 138.3 317.1 109.9 
 356.6 138.8 355.6 107.0 
 317.1 105.6 316.2 75.7 
 356.1 103.2 351.8 73.3 
 335.9 106.0 337.8 134.0 
 152.9 164.8 152.9 223.5 
 137.5 176.8 127.4 147.0 
 175.5 174.4 173.6 143.6 
 125.0 143.1 123.1 112.3 
 173.6 139.3 168.3 108.4 
 150.0 134.0 151.5 160.0 
 500.1 138.8 503.0 201.9 
 476.5 144.1 475.6 103.6 
 517.9 136.9 515.5 101.7 
 476.0 99.8 474.1 64.1 
 516.5 97.9 514.6 68.0 
 497.2 98.3 499.6 128.7 
Show_Off_Video_lesson-_Higley_HS_Cheerleadg_00007394.jpg 3 6
 500.1 139.8 503.5 202.4 
 475.6 140.2 473.1 104.1 
 516.5 133.5 518.4 100.3 
 472.7 100.3 469.8 69.9 
 517.9 97.9 518.4 66.6 
 495.8 98.8 499.2 128.7 
 152.9 169.1 153.9 230.3 
 136.1 173.0 125.5 143.6 
 173.6 173.0 174.6 144.1 
 124.5 142.2 120.2 111.8 
 175.1 141.7 173.1 110.4 
 150.5 134.5 150.0 160.0 
 339.8 147.0 342.2 198.0 
 319.5 145.5 316.6 113.3 
 355.2 140.7 356.6 110.4 
 315.7 109.9 316.6 81.5 
 355.6 107.0 351.8 77.1 
 336.4 112.3 337.8 136.9 
Show_Off_Video_lesson-_Higley_HS_Cheerleadg_00007395.jpg 3 6
 498.7 140.7 502.0 200.9 
 477.5 140.7 468.3 106.5 
 518.4 136.4 524.2 103.6 
 467.4 105.1 460.1 72.3 
 523.2 100.7 529.0 67.0 
 495.3 99.8 497.2 130.6 
 151.9 168.6 153.4 227.4 
 135.6 173.5 125.0 145.0 
 173.1 173.9 178.4 141.7 
 122.6 143.1 115.4 113.3 
 178.9 139.3 179.4 110.4 
 150.0 133.5 151.5 158.5 
 339.8 147.9 344.1 199.0 
 320.5 148.4 316.6 120.0 
 355.6 144.1 356.1 114.7 
 314.7 116.6 313.8 84.9 
 356.6 111.3 354.7 80.5 
 335.4 113.7 337.8 139.8 
Show_Off_Video_lesson-_Higley_HS_Cheerleadg_00007397.jpg 3 6
 499.2 140.2 504.0 204.8 
 477.0 141.7 459.7 118.1 
 520.8 136.4 534.8 110.4 
 455.3 115.2 436.1 87.7 
 536.2 108.4 551.6 77.6 
 495.8 98.8 499.2 130.1 
 152.4 169.1 154.4 231.2 
 135.6 171.5 117.3 146.0 
 171.7 171.5 187.1 146.5 
 116.3 143.6 100.9 115.7 
 187.6 144.1 199.1 119.0 
 150.5 131.1 151.9 158.0 
 339.8 146.0 344.1 199.0 
 310.4 125.8 321.5 151.3 
 357.6 146.0 364.8 117.1 
 308.5 121.9 300.3 89.7 
 366.2 112.8 372.0 82.0 
 336.4 114.7 338.3 141.2 
Show_Off_Video_lesson-_Higley_HS_Cheerleadg_00007400.jpg 3 6
 501.1 140.7 503.5 202.4 
 474.1 142.6 442.8 136.4 
 523.7 139.8 549.7 131.1 
 438.5 135.9 407.2 130.1 
 553.6 129.2 584.9 118.1 
 497.7 96.9 499.6 127.7 
 152.4 165.8 153.9 226.9 
 130.8 171.5 103.3 157.6 
 178.9 168.6 203.5 158.5 
 100.4 154.7 74.4 138.3 
 208.8 158.0 233.3 147.5 
 151.0 131.6 151.5 156.1 
 340.2 148.4 345.1 198.0 
 318.6 150.3 295.0 137.8 
 362.9 147.0 381.2 130.6 
 293.5 136.9 270.9 114.2 
 384.5 130.1 406.2 108.0 
 336.4 115.7 338.8 142.2 
Show_Off_Video_lesson-_Higley_HS_Cheerleadg_00007401.jpg 3 6
 500.1 138.8 504.0 199.5 
 475.1 143.1 437.0 145.0 
 526.6 142.6 557.4 137.8 
 433.2 145.0 399.0 146.5 
 562.7 137.8 590.2 134.5 
 498.7 98.8 499.6 124.8 
 151.9 165.8 154.8 225.9 
 131.2 172.0 103.3 163.8 
 176.0 172.5 205.9 167.7 
 99.9 163.8 68.2 148.4 
 211.7 166.7 237.2 160.0 
 148.6 132.5 150.5 156.6 
 340.7 149.9 344.6 201.4 
 318.6 151.8 291.1 144.6 
 361.9 148.9 387.9 143.1 
 289.2 143.1 262.2 129.2 
 391.8 141.7 419.7 122.9 
 338.3 116.6 340.2 140.7 
Show_Off_Video_lesson-_Higley_HS_Cheerleadg_00007403.jpg 3 6
 500.6 140.2 504.0 202.8 
 473.6 146.0 443.3 153.7 
 523.7 143.6 552.1 151.3 
 439.4 154.7 407.2 162.4 
 557.9 152.8 590.6 160.5 
 497.7 98.8 501.1 129.2 
 152.9 167.2 154.8 225.9 
 129.8 173.0 102.8 170.6 
 177.5 173.0 206.8 173.0 
 99.5 171.1 66.2 167.2 
 209.7 173.0 243.9 170.1 
 151.9 133.0 151.9 156.1 
 343.6 150.8 345.1 203.3 
 321.5 156.1 295.0 161.4 
 364.3 156.6 386.9 158.0 
 291.6 162.4 268.0 162.4 
 391.3 158.0 415.8 156.6 
 340.7 118.6 341.7 143.1 
Show_Off_Video_lesson-_Higley_HS_Cheerleadg_00007410.jpg 3 6
 498.7 141.7 497.7 199.5 
 478.0 146.0 456.8 157.6 
 525.2 145.5 558.9 137.3 
 454.8 158.0 424.0 160.5 
 562.7 134.5 562.7 106.5 
 486.2 101.2 492.9 129.6 
 152.4 163.3 150.5 218.7 
 132.2 169.1 111.0 170.1 
 177.5 167.2 208.3 160.9 
 108.6 170.6 78.3 166.2 
 211.7 159.0 220.8 133.5 
 151.0 128.7 152.9 155.2 
 344.6 149.4 345.1 200.4 
 324.3 156.6 301.7 166.7 
 367.7 153.2 394.2 150.8 
 299.8 167.7 275.7 175.9 
 398.0 147.9 409.6 124.8 
 339.8 115.7 343.6 140.2 
Show_Off_Video_lesson-_Higley_HS_Cheerleadg_00007411.jpg 3 6
 499.2 140.2 499.6 202.8 
 481.8 147.0 463.5 161.4 
 523.7 145.0 550.7 134.9 
 460.1 162.4 434.6 166.7 
 552.1 132.0 543.5 104.6 
 488.1 103.6 492.4 131.1 
